Created as New Dataset,Sample 001 By IIST Date Wednesday, June 23 2021
cm-1,%T
907.00,97.97
906.00,97.84
905.00,97.73
904.00,97.65
903.00,97.55
902.00,97.39
901.00,97.17
900.00,96.90
899.00,96.62
898.00,96.34
897.00,96.11
896.00,95.93
895.00,95.81
894.00,95.73
893.00,95.65
892.00,95.51
891.00,95.22
890.00,94.72
889.00,93.91
888.00,92.79
887.00,91.37
886.00,89.78
885.00,88.18
884.00,86.68
883.00,85.32
882.00,84.06
881.00,82.84
880.00,81.66
879.00,80.59
878.00,79.77
877.00,79.32
876.00,79.33
875.00,79.74
874.00,80.36
873.00,81.02
872.00,81.60
871.00,82.08
870.00,82.44
869.00,82.68
868.00,82.79
867.00,82.80
866.00,82.75
865.00,82.69
864.00,82.65
863.00,82.67
862.00,82.74
861.00,82.84
860.00,82.95
859.00,83.04
858.00,83.10
857.00,83.06
856.00,82.92
855.00,82.66
854.00,82.33
853.00,81.99
852.00,81.70
851.00,81.50
850.00,81.39
849.00,81.34
848.00,81.30
847.00,81.25
846.00,81.15
845.00,80.96
844.00,80.70
843.00,80.36
842.00,79.99
841.00,79.58
840.00,79.14
839.00,78.72
838.00,78.34
837.00,78.03
836.00,77.77
835.00,77.51
834.00,77.26
833.00,77.03
832.00,76.82
831.00,76.63
830.00,76.43
829.00,76.18
828.00,75.87
827.00,75.53
826.00,75.24
825.00,75.05
824.00,75.00
823.00,75.08
822.00,75.23
821.00,75.41
820.00,75.63
819.00,75.90
818.00,76.20
817.00,76.50
816.00,76.78
815.00,77.04
814.00,77.28
813.00,77.48
812.00,77.66
811.00,77.84
810.00,78.04
809.00,78.25
808.00,78.45
807.00,78.63
806.00,78.82
805.00,79.02
804.00,79.24
803.00,79.47
802.00,79.70
801.00,79.92
800.00,80.14
799.00,80.36
798.00,80.60
797.00,80.85
796.00,81.11
795.00,81.36
794.00,81.59
793.00,81.78
792.00,81.94
791.00,82.12
790.00,82.33
789.00,82.56
788.00,82.81
787.00,83.05
786.00,83.27
785.00,83.46
784.00,83.64
783.00,83.79
782.00,83.90
781.00,83.99
780.00,84.10
779.00,84.27
778.00,84.45
777.00,84.63
776.00,84.80
775.00,84.96
774.00,85.13
773.00,85.30
772.00,85.45
771.00,85.59
770.00,85.72
769.00,85.85
768.00,85.99
767.00,86.14
766.00,86.30
765.00,86.47
764.00,86.60
763.00,86.70
762.00,86.79
761.00,86.91
760.00,87.10
759.00,87.31
758.00,87.51
757.00,87.65
756.00,87.75
755.00,87.83
754.00,87.90
753.00,87.96
752.00,88.04
751.00,88.15
750.00,88.28
749.00,88.41
748.00,88.53
747.00,88.66
746.00,88.82
745.00,88.99
744.00,89.12
743.00,89.21
742.00,89.30
741.00,89.45
740.00,89.65
739.00,89.83
738.00,89.95
737.00,90.03
736.00,90.12
735.00,90.24
734.00,90.36
733.00,90.48
732.00,90.62
731.00,90.76
730.00,90.91
729.00,91.05
728.00,91.19
727.00,91.33
726.00,91.46
725.00,91.56
724.00,91.66
723.00,91.79
722.00,91.93
721.00,92.05
720.00,92.13
719.00,92.17
718.00,92.19
717.00,92.23
716.00,92.33
715.00,92.43
714.00,92.50
713.00,92.49
712.00,92.41
711.00,92.25
710.00,91.98
709.00,91.58
708.00,91.07
707.00,90.48
706.00,89.82
705.00,89.07
704.00,88.25
703.00,87.44
702.00,86.80
701.00,86.43
700.00,86.33
699.00,86.41
698.00,86.54
697.00,86.66
696.00,86.79
695.00,86.92
694.00,87.03
693.00,87.07
692.00,87.06
691.00,86.98
690.00,86.80
689.00,86.53
688.00,86.23
687.00,86.00
686.00,85.88
685.00,85.86
684.00,85.89
683.00,85.92
682.00,85.94
681.00,85.98
680.00,86.06
679.00,86.14
678.00,86.16
677.00,86.11
676.00,86.02
675.00,85.96
674.00,85.95
673.00,85.96
672.00,86.00
671.00,86.05
670.00,86.11
669.00,86.15
668.00,86.09
667.00,85.96
666.00,85.90
665.00,85.92
664.00,85.97
663.00,86.01
662.00,86.02
661.00,86.04
660.00,86.11
659.00,86.26
658.00,86.46
657.00,86.64
656.00,86.75
655.00,86.72
654.00,86.49
653.00,86.04
652.00,85.45
651.00,84.83
650.00,84.26
649.00,83.72
648.00,83.13
647.00,82.47
646.00,81.74
645.00,80.99
644.00,80.33
643.00,79.88
642.00,79.67
641.00,79.61
640.00,79.57
639.00,79.47
638.00,79.23
637.00,78.82
636.00,78.27
635.00,77.72
634.00,77.20
633.00,76.75
632.00,76.49
631.00,76.52
630.00,76.74
629.00,76.88
628.00,76.80
627.00,76.50
626.00,76.07
625.00,75.58
624.00,75.21
623.00,75.16
622.00,75.41
621.00,75.66
620.00,75.65
619.00,75.45
618.00,75.25
617.00,75.28
616.00,75.72
615.00,76.54
614.00,77.43
613.00,78.17
612.00,78.92
611.00,79.89
610.00,80.92
609.00,81.61
608.00,81.81
607.00,81.73
606.00,81.56
605.00,81.45
604.00,81.54
603.00,81.96
602.00,82.63
601.00,83.23
600.00,83.57
599.00,83.64
598.00,83.53
597.00,83.38
596.00,83.33
595.00,83.48
594.00,83.74
593.00,83.90
592.00,83.91
591.00,83.89
590.00,83.89
589.00,83.80
588.00,83.68
587.00,83.77
586.00,84.19
585.00,84.68
584.00,84.78
583.00,84.27
582.00,83.43
581.00,82.91
580.00,83.31
579.00,84.68
578.00,86.39
577.00,87.71
576.00,88.52
575.00,88.99
574.00,89.06
573.00,88.54
572.00,87.62
571.00,86.85
570.00,86.56
569.00,86.49
568.00,86.24
567.00,85.74
566.00,85.07
565.00,84.21
564.00,83.20
563.00,82.48
562.00,82.53
561.00,83.19
560.00,83.84
559.00,84.07
558.00,84.03
557.00,84.17
556.00,84.83
555.00,85.94
554.00,87.05
553.00,87.70
552.00,87.59
551.00,86.74
550.00,85.63
